time,relative_surge,relative_sway,relative_heave,relative_roll,relative_pitch,relative_yaw
2.98,25.7034054162755,8.63590645874268e-05,0.0740424759227292,-8.05084053433326e-06,-0.00319278850541439,5.36010286249756e-06
3,25.7038873741844,8.42638091622661e-05,0.0808609144193477,-7.36797786078035e-06,-0.00364961056366748,4.89466615132176e-06
3.02,25.7044340748045,8.20328962891637e-05,0.0879595785841873,-6.66785693116436e-06,-0.00416780446361793,4.41677105373375e-06
3.04,25.705044247336,7.96683609998183e-05,0.0953264786549086,-5.95195550311684e-06,-0.0047463857465673,3.92732172390636e-06
3.06,25.7057164598939,7.71725467885176e-05,0.102948838813971,-5.22181633301257e-06,-0.00538421611465061,3.4272688660771e-06
3.08,25.7064491200059,7.45481172721441e-05,0.110813130780186,-4.47903475236643e-06,-0.00608000183106587,2.91760415338417e-06
3.1,25.7072404771555,7.17980746092195e-05,0.118905108188777,-3.72525274415776e-06,-0.00683229399550021,2.39935640763495e-06
3.12,25.7080886310657,6.89256635286739e-05,0.12720985088566,-2.96216903067746e-06,-0.00763949411513727,1.8735888409356e-06
3.14,25.7089915436136,6.59343304096893e-05,0.135711778896218,-2.19155003311295e-06,-0.0084998628980418,1.34140008214948e-06
3.16,25.7099470507062,6.28276630347813e-05,0.144394665243323,-1.41520787249572e-06,-0.00941152903522293,8.03918711023619e-07
3.18,25.7109528674977,5.96095862892554e-05,0.153241651058897,-6.34959346715606e-07,-0.010372491984186,2.62295805140809e-07
3.2,25.7120065937014,5.62843367752919e-05,0.162235297282303,1.47371211334277e-07,-0.0113806251078633,-2.82301913515189e-07
3.22,25.713105724148,5.28564255706243e-05,0.171357633890397,9.29932647714817e-07,-0.0124336837133903,-8.28689582534106e-07
3.24,25.7142476582325,4.93305541358069e-05,0.180590203690362,1.71086253860118e-06,-0.0135293122035891,-1.37567281620269e-06
3.26,25.7154297090443,4.57117165293397e-05,0.189914120459323,2.48831534028411e-06,-0.0146650511991619,-1.92205224962425e-06
3.28,25.7166491141293,4.20051958318624e-05,0.19931012029413,3.26045809950377e-06,-0.0158383463023813,-2.46662554511637e-06
3.3,25.7179030451674,3.82164709478161e-05,0.208758633260359,4.02548111629007e-06,-0.0170465562301256,-3.00819573948624e-06
